   1	919595		  
   2	481354	
   3	43483	
   4	231800 	
   5	105870  	
   6	10747	   	
   7	183569	  	
   8	1557	
   9	241313	
  10	495755	
  11	863	
  12	132046		   
  13	8958	
  14	386900		  
  15	472432	  	
  16	103346	    	
  17	4093    	
  18	92100	  	
  19	94926	
  20	13948	
  21	124502  	 
  22	224960	  	
  23	11720	   	
  24	43000  	
  25	226660		   
  26	45747	   	
  27	482077	
  28	397953		   
  29	787	
  30	172413		  
  31	308642	
  32	317818
  33	489206	   
  34	356700	  
  35	969	
  36	10169		   
  37	75954	   	
  38	175	
  39	27700		  
  40	246199	   	
  41	471440  	
  42	967491  	
  43	6704	    	
  44	364900	  	
  45	21925	   	
  46	63379	   	
  47	91343	  	
  48	905365	  	
  49	290586	   	
  50	150699	   	
  51	5382	
  52	166		    
  53	8866	
  54	3851809	
  55	19652		   
  56	305	
  57	18704	
  58	8260   	
  59	133	
  60	42042   	
  61	10714	   	
  62	43277	   	
  63	4411   	
  64	761600  	
  65	50180  	
  66	29761		   
  67	3515	
  68	238	
  69	150	
  70	1980	
  71	3540939 	
  72	1072067	
  73	424162  	 
  74	3286470	 	
  75	292132  	
  76	439735  	
  77	109484	   	
  78	83000    
  79	157047   		
  80	496222	  
  81	63251    	
  82	68040	   	
  83	352143	  	
  84	240    	
  85	55598	
  86	17954		
  87	3689631	
  88	398		   
  89	1229737	 	
  90	735268	 	
  91	636293	  
  92	169235	
  93	8020			   
  94	143574	 	
  95	37297   	
  96	38031	  	
  97	6880   	
  98	91429	
  99	128328		  
 100	604829	
 101	261220		  
 102	54463	  	
 103	82030	   	
 104	310400  	
 105	115830	  	
 106	4412	
 107	865000  	
 108	220	   	
 109	25332	  
 110	71498	  
 111	13895	  
 112	198455	  
 113	32000
 114	128560	   
 115	32375
 116	11781  
 117	42823
 118	3572	    
 119	49383		
 120	16631		   
 121	130119	   
 122	211208	  
 123	96010 
 124	50961  
 125	35920
 126	39709	    
 127	26600   
 128	116500	  
 129	999
 130	122    
 131	16041  
 132	125049	   
 133	120728
 134	35550	  
 135	91699
 136	194885	  
 137	173800	   
 138	15941
 139	300947  
 140	94247	   
 141	8600387	 		
 142	39449
 143	2966150
 144	7078	    
 145	103884   
 146	178704
 147	10954
 148	288
 149	4707
 150	1093
