     1162.00000      13.96784 
     2162.00000      11.51358 
     3162.00000      42.20091 
     4162.00000      24.03152 
     5162.00000      14.10498 
     6162.00000      24.86377 
     7162.00000      15.79116 
     8162.00000      45.11161 
     9162.00000      15.12511 
    10162.00000      11.99782 
    11162.00000      46.77131 
    12162.00000      25.76895 
    13162.00000      70.96647 
    14162.00000      11.75027 
    15162.00000       8.44336 
    16162.00000      30.64684 
    17162.00000      52.20487 
    18162.00000      18.86695 
    19162.00000      23.95101 
    20162.00000      42.23758 
    21162.00000      16.58011 
    22162.00000      12.48398 
    23162.00000      20.66168 
    24162.00000      29.81444 
    25162.00000       9.89720 
    26162.00000      12.67123 
    27162.00000      12.80255 
    28162.00000      23.44328 
    29162.00000      31.11443 
    30162.00000      12.71061 
    31162.00000      11.10618 
    32162.00000      21.31374 
    33162.00000      12.36893 
    34162.00000       8.67793 
    35162.00000      39.92475 
    36162.00000      26.19856 
    37162.00000      19.87188 
    38162.00000      84.98368 
    39162.00000      27.81260 
    40162.00000      14.89136 
    41162.00000       8.89584 
    42162.00000      10.97211 
    43162.00000      56.86805 
    44162.00000      10.97155 
    45162.00000      41.46929 
    46162.00000      23.83308 
    47162.00000      12.96760 
    48162.00000       8.96565 
    49162.00000      13.81127 
    50162.00000      11.27083 
    51162.00000      38.03014 
    52162.00000      56.10455 
    53162.00000      87.47533 
    54162.00000       4.97061 
    55162.00000      23.37328 
    56162.00000      75.07870 
    57162.00000      22.36508 
    58162.00000      28.90797 
    59162.00000      81.24982 
    60162.00000      22.03886 
    61162.00000      20.44011 
    62162.00000      27.58208 
    63162.00000      22.18591 
    64162.00000       4.52292 
    65162.00000      23.45907 
    66162.00000      23.55866 
    67162.00000      22.75205 
    68162.00000      68.83248 
    69162.00000      79.41267 
    70162.00000      30.32922 
    71162.00000       2.56388 
    72162.00000       5.59574 
    73162.00000       8.06122 
    74162.00000       3.02636 
    75162.00000       7.24962 
    76162.00000       7.53508 
    77162.00000      11.41717 
    78162.00000      25.92437 
    79162.00000      10.42923 
    80162.00000       7.02717 
    81162.00000      30.95166 
    82162.00000      17.06535 
    83162.00000       8.93993 
    84162.00000      71.81696 
    85162.00000      10.30609 
    86162.00000      37.73607 
    87162.00000       2.29548 
    88162.00000      35.88327 
    89162.00000       3.28575 
    90162.00000       4.47146 
    91162.00000      10.05768 
    92162.00000      19.14073 
    93162.00000      54.16692 
    94162.00000       5.47064 
    95162.00000      68.17841 
    96162.00000      14.36084 
    97162.00000      42.55419 
    98162.00000      27.32357 
    99162.00000      16.81693 
   100162.00000      13.51835 
   101162.00000      10.74253 
   102162.00000      13.26037 
   103162.00000      34.19413 
   104162.00000       8.03891 
   105162.00000       8.84467 
   106162.00000      69.56363 
   107162.00000      14.98188 
   108162.00000      48.89939 
   109162.00000      13.94496 
   110162.00000      37.44255 
   111162.00000      17.91674 
   112162.00000       9.45027 
   113162.00000      33.41578 
   114162.00000      16.83076 
   115162.00000      36.63987 
   116162.00000      52.45914 
   117162.00000      31.11571 
   118162.00000      54.38680 
   119162.00000      21.07410 
   120162.00000      30.89209 
   121162.00000      21.64489 
   122162.00000      15.26174 
   123162.00000      18.46674 
   124162.00000      27.01110 
   125162.00000      26.91971 
   126162.00000      33.07642 
   127162.00000      33.84625 
   128162.00000      13.97253 
   129162.00000     281.29266 
   130162.00000      98.13609 
   131162.00000      35.84112 
   132162.00000      23.53928 
   133162.00000      13.83914 
   134162.00000      18.78407 
   135162.00000      18.80175 
   136162.00000      12.37532 
   137162.00000      18.21826 
   138162.00000      32.57415 
   139162.00000      11.26120 
   140162.00000      13.46789 
   141162.00000       3.68266 
   142162.00000      25.81510 
   143162.00000       4.07423 
   144162.00000      18.56240 
   145162.00000       8.19022 
   146162.00000      10.17459 
   147162.00000      25.12355 
   148162.00000      43.40352 
   149162.00000      30.85543 
   150162.00000      32.76539 
