    1   13434.00    6467.82      21.81154      0.071269 	 0.047034	    49.66
    2    1742.00    1928.76       3.63846      0.066635 	 0.018600	    69.10
    3    2391.00    1954.68       6.49231      0.069688 	 0.016875	    76.99
    4    6792.00    1201.12      19.76538      0.072598 	 0.029015	   121.28
    5     940.00     777.70       6.88077      0.069477 	0.0039702 	    52.42
    6     986.00    1047.06       4.40385      0.064566 	0.0049479 	    30.82
    7    3869.00    1333.27       7.77692      0.066515 	 0.022319 	    57.67
    8    2829.00    1390.90      23.60385      0.073646 	  .		   118.02
    9    1266.00    1157.71       6.80385      0.062036 	 0.013850	    65.23
   10    1146.00    1893.86       2.08462      0.065947 	0.0044959	    61.43
   11    1400.00    1085.99      14.21538      0.074764 	 0.023794	    67.06
   12    6878.00    2458.46      11.41923      0.072986 	 0.041074	   112.81
   13    4647.00        .          .             .      	  .		   117.06
   14    7142.00    2778.71       4.56538      0.071265 	 0.074297	    51.97
   15     705.00     538.00       4.95385      0.071409 	 0.011090	    34.13
   16    9672.00    3515.24      22.61154      0.073579 	 0.021633	   100.18
   17    1609.00    1164.76       4.36154      0.074020 	 0.014916	    89.14
   18    2237.00    2025.70       6.34231      0.066121 	 0.043365	    21.29
   19    1583.00     919.69       6.25385      0.048666 	 0.018413	    71.80
   20    1354.00     921.47      17.90769      0.064907 	0.0079218	    62.74
   21    3740.00    1993.59      12.06923      0.075961 	 0.021176	    78.19
   22    2014.00    1422.37      16.31538      0.081226 	 0.025164	    51.69
   23    2028.00     574.15       9.38077      0.068027 	 0.020668	   152.42
   24    2312.00    1714.51      13.11539      0.074334 	 0.024794	    79.63
   25    1707.00    2331.14       1.33462      0.070165 	 0.027052	    30.99
   26    1171.00     765.00      10.53846      0.073807 	0.0057335	    54.09
   27    1686.00    1486.29       5.83077      0.068094 	0.0092572	    73.60
   28    2674.00    2141.64      15.02692      0.065974 	 0.010513 	   141.56
   29    7474.00    5928.07      10.35769      0.074042 	 0.077648	   109.10
   30    6427.00    2869.78       9.02308      0.077001 	 0.034924	    58.50
   31    1417.00    1891.78       1.85000      0.068676 	0.0077416	    18.38
   32    8465.00    4820.61      27.91923      0.062127 	  .		   119.81
   33    1098.00     910.47       9.10769      0.072424 	0.0050011	    51.27
   34    2874.00    1303.70      13.38461      0.063090 	 0.020356	    28.53
   35    7858.00    3695.87      23.96154      0.080774 	  .		    53.14
   36    1539.00     956.42       3.28077      0.076743 	0.0065314	    30.65
   37    2688.00    2195.00       5.35000      0.069537 	 0.017804	    70.63
   38    7058.00    2513.96      15.97692      0.063468 	  .		   111.95
   39    2411.00    2046.58       1.53200      0.062661          0.018536	    19.15
   40    1574.00    1894.83       8.47692      0.075212 	 0.010230	    25.64
   41    9930.00    6288.73      19.25385      0.073362 	 0.028848	    55.43
   42    2436.00    2668.81      13.56875      0.075905     	 0.021786	    21.34
   43    5225.00    2479.00      12.37308      0.073759 	 0.047500	   118.71
   44     975.00     571.73      10.61154      0.074786 	0.0054430 	    21.03
   45    1516.00     800.63      16.26154      0.073943 	 0.028299	   105.52
   46    8783.00    3909.57      15.60769      0.076272 	 0.045033	    71.33
   47    1224.00    1201.96       2.56538      0.076012 	 0.012463	    22.54
   48    1136.00    1019.81       3.91538      0.069148 	 0.030028	    53.15
   49    2399.00    2609.58      24.28077      0.077676 	 0.024075	    76.96
   50    3261.00    2261.39      18.12308      0.077115 	 0.027899	    56.40
   51   29815.00        .          .             .      	  .		   124.11
   52   12212.00    6650.85      12.52692      0.063081 	  0.12842	   130.30
   53    8487.00        .          .             .      	  .		   183.27
   54   31147.00   19435.67      23.31154      0.075417 	  0.10916	    54.48
   55    9148.00    6810.44      15.64615      0.084844 	 0.070623	    63.19
   56    6163.00        .          .             .      	  .		   103.09
   57    7082.00    4105.80      14.43077      0.077482 	 0.059007	    64.24
   58    5547.00    4389.37       8.45385      0.074793 	 0.041486	    52.21
   59    4502.00        .          .             .      	  .		   120.63
   60    7358.00    5295.18       9.40000      0.074717 	 0.026070	    24.94
   61    2125.00    1667.56       4.96538      0.056632 	 0.016425	    38.44
   62    4652.00    3252.27      14.15769      0.080156 	 0.036916	    54.15
   63    4726.00    4308.63      22.96923      0.068745 	 0.092478	   131.89
   64   17036.00    9480.08      16.98846      0.080907 	 0.063396	    25.74
   65    5900.00    5178.23      11.46538      0.077339 	 0.052326	    36.60
   66   10039.00    4717.93      21.90000      0.077660 	 0.092607	    70.96
   67   21842.00   11391.67      23.40769      0.070894 	  0.13348	   136.74
   68    5317.00        .          .             .      	  .		   165.77
   69    5796.00        .          .             .      	  .		   152.17
   70   25529.00   16888.98      12.58846      0.071369 	 0.093915	    61.90
   71   33783.00   24465.09      21.53077      0.068899 	  0.12981	    18.01
   72   14955.00   11387.28      17.09231      0.061433 	 0.066816	    17.10
   73    5623.00    3278.59      18.77308      0.070512 	 0.049219	    30.27
   74   10977.00    5536.55      19.88461      0.080162 	 0.047511	    19.34
   75    9768.00    8792.41      18.69231      0.071154 	 0.075938	    53.85
   76    9276.00    5491.51      16.09615      0.076718 	 0.064519	    26.33
   77    9615.00    4446.79      22.92692      0.075387 	 0.067715	    47.63
   78    3573.00    5530.69      24.78461      0.074101 	  0.11489	   109.95
   79    6241.00    3559.81      12.55385      0.078529 	 0.041413	    49.58
   80    8141.00    6346.49      17.82308      0.076106 	 0.083672	    39.42
   81   10883.00    7511.57      19.47692      0.067154 	 0.084906	    82.99
   82   10216.00    9751.94      13.22692      0.055078 	 0.075831	    47.86
   83   18362.00   20364.35      18.60000      0.087557 	 0.070932	    40.76
   84   22840.00        .          .             .      	  .		   188.70
   85    4265.00    2730.20       4.50769      0.067204 	 0.029384	    25.78
   86    1504.00        .          .             .      	  .		    62.54
   87    2166.00    1070.30      19.60769      0.072203 	  0.06980	    19.44
   88   16447.00    4142.29      20.26154      0.080426 	 0.085898	   209.52
   89    2719.00    1767.89      13.63461      0.067844 	 0.043661	    15.04
   90    4332.00    1645.70      14.64231      0.071368 	 0.036111	    42.66
   91   13847.00   10159.45      14.91538      0.082765 	 0.065542	    15.20
   92   15855.00   12791.80      10.52692      0.082353 	 0.074897	    49.22
   93   21953.00    9601.43      27.55385      0.079892 	 0.093338	    85.80
   94   18820.00    4979.38      33.93077      0.062238 	  0.11853	    25.54
   95   15655.00    4472.55      14.11539      0.062605 	 0.082857	   113.50
   96   10361.00    2685.05      21.44231      0.077845 	  0.10506	    67.86
   97   35065.00        .          .             .      	  .		    96.45
   98    2739.00        .          .             .      	  .		    13.80
   99   10458.00    4078.16      22.33077      0.081452 	 0.074359	   104.69
  100    3966.00        .          .             .      	  .		    82.72
  101    1332.00     689.00       8.82692      0.070348 	 0.034311	    13.16
  102    2244.00    1298.34       5.19231      0.066439 	 0.023409	    31.29
  103   31609.00        .          .             .      	  .		    87.06
  104    4249.00    2046.06      10.79231      0.077209 	 0.026731	    34.00
  105    4229.00    2971.00      15.43846      0.075122 	  0.10345	    45.84
  106   36646.00        .          .             .      	  .		    80.94
  107   28180.00   13744.71       7.08077      0.096320 	 0.033218	    79.97
  108   17986.00    4911.34      30.65385      0.081199 	 0.095308	   318.07
  109    5597.00    3491.28       8.47692      0.069553 	 0.083636	    62.93
  110   17166.00    5697.22      15.40000      0.078214 	 0.083750	    37.23
  111   12701.00    3371.31      21.83846      0.078842 	  0.10900	    94.62
  112    4751.00    1878.00      16.90385      0.078267 	 0.042721	    51.20
  113   38190.00        .          .             .      	  .		    89.66
  114    6425.00        .          .             .      	  .		    49.34
  115   23837.00   10700.50      25.81154      0.051671 	 0.094472	    81.27
  116   27325.00   14242.29      24.15385      0.056029 	 0.099296	   151.34
  117    9662.00        .          .             .      	  .		    85.99
  118   13918.00    5059.65      27.96539      0.061128 	  0.10137	   107.57
  119    7467.00    3313.46      27.79615      0.058516 	 0.065076	    69.45
  120   23861.00   14741.28      26.36923      0.061378 	 0.10035	    72.99
  121   23700.00   11559.49      35.37692      0.058317 	 0.10495	    57.50
  122   27064.00   13471.05      27.46923      0.059265 	 0.088962	    47.17
  123   27252.00   13916.88      28.57308      0.052830 	 0.085419	    61.52
  124   16270.00    5133.77      25.99231      0.054646 	 0.081887	    53.97
  125   10827.00        .          .             .      	  .	 	    82.32
  126   23256.00   12610.35      29.60385      0.074009 	  0.12314	    81.83
  127   19197.00    8360.58      25.43846      0.057310 	  0.11468	   118.84
  128   27189.00   11101.78      28.70769      0.053695 	 0.072215	    46.06
  129   30782.00   18901.69      29.93846      0.056675 	 0.056158	   211.94
  130   15380.00    4768.02      23.73462      0.058834 	 0.073477	   160.86
  131   28563.00   17145.16      25.18846      0.064463 	  0.11286	   118.76
  132   28749.00   14245.14      31.95769      0.064958 	  0.10229	    86.00
  133    8079.00        .          .             .      	  .		    35.07
  134   11343.00    4821.84      23.66538      0.061049 	 0.069110 	    77.95
  135    4021.00     752.94      29.67308      0.053091 	 0.065225	    41.62
  136   21169.00    8199.10      25.17308      0.056685 	 0.078292	    43.51
  137   26504.00   17308.57      23.70769      0.060336 	  0.10016	    69.02
  138   29848.00   20127.58      28.56923      0.060086 	 0.055697	    77.69
  139    7091.00    3180.21      21.01923      0.067856 	 0.050971	    44.40
  140   22981.00   14721.56      18.05000      0.055208 	 0.096654	    56.87
  141   13700.00    4655.31      38.76154      0.060396 	 0.10737	    18.28
  142   11417.00    4287.25      30.00385      0.059039 	 0.092381	    57.88
  143   28960.00   19191.69      29.04615      0.073076 	  0.10547	    35.28
  144    9840.00    7607.00      18.49231      0.080218 	 0.081716	    89.13
  145   26039.00   21266.28      24.56923      0.069186 	  0.10943	    65.25
  146    3374.00    2220.37      15.75000      0.068223 	 0.014697	    94.52
  147    5109.00        .          .             .      	  .		   123.60
  148    6022.00        .          .             .      	  .		   102.25
  149    5707.00        .          .             .      	  .		   123.33
  150    5388.00        .          .             .      	  .		    92.17
		
		
