   1	919595		  
   2	481354	
   3	43483	
   4	231800 	
   5	105870  	
   6	10747	   	
   7	183569	  	
   9	241313	
  10	495755	
  12	132046		   
  14	386900		  
  15	472432	  	
  18	92100	  	
  21	124502  	 
  22	224960	  	
  24	43000  	
  25	226660		   
  26	45747	   	
  27	482077	
  28	397953		   
  29	787	
  30	172413		  
  31	308642	
  33	489206	   
  34	356700	  
  36	10169		   
  37	75954	   	
  39	27700		  
  40	246199	   	
  41	471440  	
  42	967491  	
  44	364900	  	
  45	21925	   	
  46	63379	   	
  47	91343	  	
  48	905365	  	
  49	290586	   	
  50	150699	   	
  54	3851809	
  55	19652		   
  57	18704	
  58	8260   	
  60	42042   	
  61	10714	   	
  62	43277	   	
  63	4411   	
  64	761600  	
  65	50180  	
  66	29761		   
  70	1980	
  71	3540939 	
  72	1072067	
  73	424162  	 
  74	3286470	 	
  75	292132  	
  76	439735  	
  77	109484	   	
  79	157047   		
  80	496222	  
  82	68040	   	
  83	352143	  	
  85	55598	
  88	398		   
  89	1229737	 	
  90	735268	 	
  93	8020			   
  94	143574	 	
  95	37297   	
  96	38031	  	
  99	128328		  
 101	261220		  
 102	54463	  	
 104	310400  	
 105	115830	  	
 108	220	   	
 109	25332	  
 110	71498	  
 112	198455	  
 115	32375
 116	11781  
 120	16631		   
 121	130119	   
 122	211208	  
 123	96010 
 124	50961  
 127	26600   
 128	116500	  
 131	16041  
 132	125049	   
 134	35550	  
 136	194885	  
 137	173800	   
 138	15941
 139	300947  
 140	94247	   
 143	2966150
 145	103884   
 146	178704
