   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
   1.000000             0.       4859.448       919595.0    
